,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree
5411,1,White,1,0,0,0,2,28.0,9.0,False
1558,1,Non-White,0,0,0,0,1,0.0,0.0,True
4766,1,White,1,0,1,0,15,1.0,1.0,False
544,0,Non-White,0,0,0,0,0,1.0,1.0,False
1466,1,Non-White,0,0,0,0,2,1.0,1.0,False
5321,0,Non-White,1,0,0,0,16,1.0,2.0,False
3589,0,Non-White,0,0,1,0,2,1.0,3.0,False
4493,1,Non-White,1,0,0,0,2,17.0,4.0,True
3117,1,Non-White,0,0,0,0,9,1.0,15.0,False
4698,1,Non-White,0,0,0,0,0,1.0,1.0,False
769,1,Non-White,1,0,0,0,0,1.0,3.0,True
2483,1,White,0,0,0,0,0,1.0,1.0,False
5894,1,White,1,0,0,0,0,3.0,2.0,False
3318,1,White,1,0,0,0,0,2.0,2.0,False
6069,1,Non-White,0,0,0,0,3,1.0,1.0,False
2458,0,Non-White,0,0,0,0,0,0.0,7.0,False
5806,1,Non-White,0,0,0,0,1,0.0,2.0,False
1953,1,Non-White,1,0,0,0,0,1.0,1.0,True
1003,1,Non-White,1,0,0,0,3,1.0,1.0,False
2471,1,Non-White,0,0,0,0,2,1.0,1.0,True
681,1,White,0,0,0,0,2,0.0,0.0,False
4069,1,White,1,0,0,0,0,5.0,1.0,True
4058,1,Non-White,0,0,0,0,2,0.0,3.0,False
1770,0,Non-White,0,0,0,0,0,1.0,7.0,True
2971,1,Non-White,1,1,0,0,8,1.0,2.0,True
907,1,Non-White,0,0,0,0,2,1.0,21.0,False
3604,1,Non-White,0,0,0,0,0,1.0,3.0,False
3714,1,White,0,0,0,1,0,1.0,1.0,True
3014,1,Non-White,0,0,1,0,9,17.0,13.0,False
3537,0,White,0,0,0,0,3,1.0,26.0,True
1835,1,Non-White,0,0,0,0,0,0.0,11.0,True
4684,1,Non-White,0,0,0,0,1,1.0,68.0,False
3419,1,Non-White,1,0,0,0,0,0.0,0.0,True
3777,1,Non-White,1,0,0,0,1,1.0,6.0,False
4729,1,Non-White,0,0,0,0,0,2.0,1.0,False
1312,1,White,1,0,0,0,1,16.0,13.0,False
4223,1,Non-White,0,0,0,0,1,1.0,22.0,False
2250,0,Non-White,1,1,0,0,11,1.0,1.0,False
4088,0,Non-White,0,1,2,0,9,1.0,2.0,False
4342,1,Non-White,0,0,0,0,0,1.0,6.0,False
1325,1,Non-White,0,0,0,0,0,1.0,1.0,False
2981,0,White,0,0,0,0,0,1.0,7.0,False
4283,1,White,1,0,0,0,0,4.0,1.0,True
260,1,White,1,0,0,0,0,1.0,1.0,True
5961,1,White,1,0,0,0,2,14.0,14.0,False
1120,1,Non-White,1,0,0,0,4,1.0,1.0,False
1999,1,Non-White,1,0,0,0,4,0.0,0.0,False
1310,1,White,1,0,0,0,2,1.0,12.0,True
6019,1,Non-White,0,0,0,0,2,4.0,1.0,False
4251,1,Non-White,1,0,0,0,0,0.0,1.0,False
274,1,Non-White,0,0,1,0,3,22.0,22.0,False
1068,1,Non-White,0,0,0,0,0,1.0,3.0,True
3659,1,White,0,1,0,0,1,1.0,1.0,False
1364,1,Non-White,1,0,0,0,1,15.0,15.0,False
604,1,Non-White,0,0,0,0,1,1.0,1.0,False
5542,1,White,0,0,0,3,1,1.0,1.0,False
4712,1,Non-White,1,0,0,0,6,1.0,3.0,False
6156,1,Non-White,0,0,0,0,1,1.0,1.0,False
5777,1,Non-White,0,0,0,0,1,0.0,0.0,True
5235,0,Non-White,0,1,0,0,1,1.0,187.0,False
358,1,White,1,0,0,0,0,0.0,0.0,False
12,1,Non-White,1,0,0,0,7,22.0,3.0,False
910,0,Non-White,0,0,0,0,8,1.0,2.0,False
2786,1,Non-White,0,0,0,0,0,1.0,1.0,True
3700,0,Non-White,0,0,0,0,0,6.0,1.0,False
2075,1,White,0,0,0,0,0,1.0,1.0,False
5145,0,White,0,0,0,0,0,0.0,2.0,False
4748,1,White,1,0,0,0,3,0.0,0.0,True
1947,1,Non-White,0,0,0,0,2,14.0,1.0,True
1918,0,Non-White,0,1,0,0,6,1.0,219.0,False
2240,1,Non-White,1,0,0,0,0,0.0,7.0,False
5622,1,Non-White,0,0,0,0,9,1.0,2.0,True
921,1,Non-White,1,0,0,0,1,0.0,19.0,False
1293,1,Non-White,0,0,0,0,0,0.0,0.0,True
1432,0,Non-White,0,0,0,1,2,1.0,1.0,True
4854,1,Non-White,1,0,0,0,0,1.0,1.0,True
4162,1,Non-White,0,0,0,0,1,0.0,2.0,False
3766,1,Non-White,1,0,0,0,2,0.0,9.0,False
4484,1,White,1,1,6,0,13,1.0,1.0,False
379,1,White,1,0,0,0,0,1.0,4.0,True
5370,1,White,0,0,0,0,0,0.0,0.0,True
439,1,White,0,0,0,0,0,0.0,1.0,False
3065,0,Non-White,0,0,0,1,0,1.0,5.0,False
281,1,Non-White,0,0,0,0,0,1.0,1.0,False
4555,1,White,1,0,0,0,1,26.0,0.0,True
3357,0,Non-White,0,0,0,0,0,1.0,2.0,False
3435,1,Non-White,0,0,0,0,0,1.0,1.0,False
1626,1,Non-White,0,0,0,0,3,0.0,2.0,False
1507,1,Non-White,1,0,0,1,3,1.0,34.0,False
1404,1,Non-White,0,0,0,0,1,1.0,1.0,False
147,1,Non-White,1,0,0,0,8,0.0,16.0,False
1511,1,Non-White,1,0,0,0,3,1.0,83.0,False
5614,1,Non-White,0,0,1,0,3,1.0,6.0,False
5304,0,Non-White,1,0,2,0,17,1.0,15.0,False
3497,1,White,1,0,0,0,3,1.0,1.0,False
2710,1,White,0,0,0,0,1,8.0,3.0,True
4906,1,Non-White,0,0,0,0,8,23.0,3.0,False
1079,1,Non-White,0,0,0,0,1,24.0,1.0,False
2527,1,Non-White,0,0,0,0,0,7.0,6.0,False
2371,1,Non-White,1,0,0,0,0,1.0,3.0,True
4361,1,White,0,0,0,0,2,0.0,0.0,True
284,1,White,0,0,0,0,0,0.0,4.0,True
5157,0,Non-White,1,0,0,0,2,1.0,33.0,False
4537,0,White,1,0,0,0,6,0.0,0.0,False
562,1,White,1,0,0,0,1,10.0,1.0,True
1042,1,Non-White,1,0,0,0,6,1.0,1.0,True
806,1,White,0,0,0,0,0,1.0,1.0,False
2819,1,Non-White,0,0,0,0,1,1.0,1.0,False
670,0,Non-White,0,0,1,0,1,1.0,4.0,False
3160,1,White,0,0,0,0,0,1.0,1.0,True
4532,1,White,0,0,0,0,4,1.0,1.0,False
1796,0,White,1,0,0,0,9,1.0,55.0,False
2284,1,Non-White,1,0,0,0,13,1.0,3.0,False
2382,1,Non-White,1,0,0,0,0,1.0,1.0,True
1988,1,White,1,0,0,0,3,1.0,1.0,False
1500,1,White,1,0,0,0,0,1.0,0.0,True
4448,1,Non-White,0,0,0,0,0,0.0,1.0,False
3275,1,White,1,0,0,0,16,1.0,1.0,False
3952,1,Non-White,0,0,0,0,0,1.0,1.0,True
1840,1,White,0,0,0,0,2,25.0,12.0,False
1309,1,White,1,0,0,0,6,0.0,0.0,False
1472,1,Non-White,1,0,0,0,0,0.0,1.0,False
4598,1,White,0,0,0,0,0,0.0,1.0,True
5375,1,Non-White,0,0,0,0,5,1.0,324.0,True
5286,1,Non-White,1,0,0,0,1,1.0,1.0,True
4876,1,Non-White,0,0,0,0,2,1.0,4.0,False
325,0,White,1,1,0,0,23,1.0,361.0,False
1648,1,Non-White,0,0,0,0,1,2.0,2.0,False
3432,0,Non-White,1,0,0,0,0,1.0,2.0,False
5098,1,White,0,0,0,0,2,1.0,1.0,False
4240,1,Non-White,1,0,0,0,0,1.0,13.0,False
1429,0,White,0,0,0,0,2,1.0,43.0,False
3244,1,Non-White,1,0,0,0,10,0.0,149.0,False
266,1,White,1,0,0,0,0,0.0,1.0,True
3333,1,Non-White,1,0,0,0,0,7.0,6.0,True
4431,1,Non-White,1,0,0,0,8,1.0,3.0,True
3337,1,White,0,0,0,0,1,1.0,1.0,False
1538,1,Non-White,1,0,0,0,7,1.0,1.0,True
65,1,Non-White,1,0,0,0,2,15.0,3.0,False
790,1,Non-White,0,0,0,0,10,1.0,1.0,True
1619,1,Non-White,1,0,0,0,1,1.0,61.0,False
179,0,Non-White,0,0,0,0,1,1.0,39.0,False
4230,1,White,1,0,0,0,1,4.0,0.0,False
4470,1,White,1,0,0,0,1,2.0,1.0,True
5413,1,Non-White,0,0,0,0,0,0.0,0.0,True
4792,1,White,1,0,0,0,7,8.0,8.0,True
4514,0,Non-White,1,0,1,0,5,1.0,1.0,True
2432,1,White,1,0,0,0,0,1.0,1.0,True
3339,1,White,1,0,0,0,9,1.0,59.0,False
2468,0,Non-White,0,0,0,0,0,1.0,1.0,False
3628,1,Non-White,1,0,0,0,0,1.0,7.0,False
3885,1,White,0,0,0,0,3,1.0,142.0,False
4209,0,White,0,0,0,0,0,0.0,2.0,False
2993,1,Non-White,1,0,0,0,0,6.0,0.0,True
117,1,White,1,0,0,0,2,16.0,15.0,True
4683,1,Non-White,0,0,0,0,0,0.0,1.0,False
2128,1,Non-White,0,0,0,0,8,1.0,49.0,False
178,1,Non-White,1,0,0,0,2,1.0,1.0,False
6158,0,White,0,0,0,0,0,1.0,3.0,False
1647,1,White,0,0,0,0,0,0.0,1.0,False
2560,1,Non-White,1,0,0,0,3,1.0,2.0,True
554,0,Non-White,1,0,0,0,23,0.0,55.0,False
3936,1,Non-White,1,0,0,0,7,1.0,29.0,False
571,1,Non-White,1,0,0,0,0,1.0,1.0,True
2317,0,Non-White,1,0,1,0,14,1.0,1.0,True
3734,1,Non-White,1,0,0,0,1,1.0,1.0,False
1428,0,White,0,0,0,0,0,2.0,1.0,False
4466,1,White,1,0,0,0,0,0.0,1.0,True
1108,1,White,0,0,0,0,0,1.0,0.0,True
3010,1,White,1,0,0,0,3,1.0,191.0,False
2797,1,Non-White,1,0,0,0,0,1.0,1.0,False
5565,1,Non-White,0,0,1,0,4,1.0,2.0,False
4481,0,White,0,8,2,0,11,1.0,4.0,False
4119,1,Non-White,0,0,0,0,2,1.0,1.0,False
9,1,White,1,0,0,0,0,0.0,1.0,True
641,0,Non-White,1,0,0,0,19,1.0,31.0,False
2942,1,White,1,0,0,0,3,1.0,2.0,False
3866,1,White,1,0,0,0,0,0.0,0.0,True
3601,1,Non-White,0,0,0,0,1,1.0,2.0,True
5981,1,Non-White,1,0,0,0,13,1.0,2.0,False
4032,1,Non-White,1,0,0,0,0,1.0,6.0,False
784,1,Non-White,1,0,0,0,3,1.0,1.0,False
4282,1,Non-White,1,0,0,0,0,0.0,0.0,False
2420,1,White,1,0,0,0,0,1.0,1.0,False
2234,1,Non-White,1,0,0,0,0,3.0,1.0,True
834,1,Non-White,0,0,0,0,3,1.0,26.0,False
5277,0,White,0,0,0,0,4,2.0,1.0,False
2722,1,Non-White,0,0,0,0,1,1.0,1.0,True
2640,1,Non-White,1,0,0,0,1,1.0,1.0,True
4825,1,Non-White,0,0,0,0,0,0.0,0.0,True
2055,1,Non-White,1,0,0,0,1,22.0,1.0,False
5255,1,White,1,0,0,0,1,1.0,36.0,False
5214,1,White,0,0,0,0,0,1.0,1.0,True
5818,1,Non-White,0,0,1,0,3,1.0,2.0,True
5180,1,White,0,0,0,0,3,1.0,1.0,False
349,1,Non-White,1,0,0,0,7,0.0,1.0,True
3971,1,Non-White,1,0,0,0,2,1.0,1.0,False
717,1,Non-White,1,0,0,0,6,1.0,20.0,False
5665,0,Non-White,0,0,0,0,7,0.0,0.0,False
2343,0,Non-White,0,0,1,1,3,0.0,0.0,True
4998,1,Non-White,0,0,0,0,5,2.0,2.0,False
1001,1,Non-White,1,0,0,0,6,1.0,4.0,False
4666,0,Non-White,0,0,8,2,12,1.0,76.0,False
2010,1,Non-White,0,0,0,0,10,15.0,4.0,True
5736,1,Non-White,0,0,0,0,0,1.0,1.0,True
4234,1,White,1,0,0,0,5,1.0,4.0,True
148,0,Non-White,1,0,0,0,8,29.0,117.0,False
1594,0,Non-White,0,0,0,0,0,0.0,2.0,False
1169,1,Non-White,1,0,0,0,2,1.0,15.0,False
1367,1,Non-White,1,0,0,0,0,1.0,1.0,False
2204,1,Non-White,1,0,0,0,1,8.0,8.0,False
2137,1,Non-White,0,0,0,0,2,23.0,18.0,False
1469,0,Non-White,0,0,0,1,7,1.0,3.0,True
2869,0,Non-White,0,0,0,0,1,0.0,57.0,False
58,1,Non-White,1,0,0,0,0,1.0,1.0,True
4293,1,Non-White,1,0,0,0,3,1.0,1.0,False
1434,0,Non-White,1,0,0,0,14,23.0,142.0,False
4847,1,Non-White,1,0,0,0,0,1.0,1.0,False
2335,0,Non-White,1,0,0,0,20,1.0,2.0,False
5151,1,Non-White,0,0,0,0,11,0.0,6.0,False
239,1,White,1,0,0,0,3,4.0,3.0,False
4189,1,White,1,0,0,0,3,2.0,3.0,True
5543,1,White,1,0,0,0,0,0.0,0.0,True
860,1,Non-White,1,0,0,0,1,0.0,2.0,False
2187,1,Non-White,0,0,0,0,5,1.0,1.0,True
3018,1,Non-White,1,0,0,0,5,1.0,1.0,True
1212,1,White,1,0,0,0,1,1.0,65.0,False
1920,1,White,1,0,0,0,0,1.0,1.0,True
6012,1,Non-White,1,0,0,0,2,1.0,1.0,True
2709,1,Non-White,0,0,0,0,14,27.0,23.0,False
590,1,Non-White,1,0,0,0,1,1.0,1.0,False
5045,1,Non-White,0,0,0,2,1,1.0,2.0,False
1243,1,White,0,0,0,0,7,18.0,18.0,True
1839,1,Non-White,0,0,0,0,0,1.0,1.0,True
480,1,White,1,0,0,0,5,0.0,0.0,False
3891,1,Non-White,0,0,0,0,4,1.0,2.0,False
4436,1,Non-White,1,0,0,0,2,1.0,1.0,False
5516,1,White,0,0,0,0,1,0.0,3.0,True
2130,1,Non-White,1,0,0,0,0,1.0,1.0,True
898,1,Non-White,1,0,0,0,2,2.0,1.0,False
929,0,White,0,0,0,0,2,0.0,12.0,True
1756,1,Non-White,1,0,1,0,4,30.0,0.0,False
4745,1,Non-White,0,0,0,0,3,6.0,2.0,True
5115,1,Non-White,0,1,0,0,1,20.0,3.0,False
5784,1,Non-White,0,0,0,0,0,0.0,1.0,False
4200,0,White,0,0,0,0,0,1.0,16.0,False
2821,1,White,0,0,0,0,2,1.0,10.0,False
4914,1,Non-White,1,0,0,0,0,1.0,7.0,False
5112,1,White,1,0,0,0,7,1.0,186.0,False
3002,0,Non-White,0,0,0,0,1,1.0,434.0,False
3209,1,Non-White,1,0,0,0,0,1.0,1.0,False
1980,1,White,0,0,0,1,0,1.0,8.0,False
854,1,Non-White,0,0,0,0,1,0.0,2.0,True
2181,0,Non-White,0,0,0,0,11,1.0,3.0,False
4644,1,Non-White,1,0,0,0,1,10.0,2.0,False
1597,1,Non-White,0,0,0,0,6,1.0,2.0,False
5119,1,Non-White,0,0,0,0,2,1.0,33.0,False
4080,1,White,1,0,0,0,2,0.0,16.0,False
5931,1,White,1,0,0,0,0,5.0,1.0,False
5668,1,White,1,0,0,0,5,1.0,1.0,True
4535,1,Non-White,0,0,0,0,4,1.0,1.0,True
136,1,White,1,1,0,0,1,1.0,4.0,True
780,1,Non-White,0,0,0,0,0,0.0,1.0,True
2090,0,White,0,0,0,0,14,1.0,1.0,False
2849,1,Non-White,1,0,0,0,3,1.0,16.0,False
3277,1,Non-White,0,0,0,0,0,1.0,1.0,False
5399,1,Non-White,1,0,0,0,2,1.0,51.0,False
6002,0,Non-White,1,0,0,0,28,0.0,2.0,False
2353,0,Non-White,1,0,0,0,10,1.0,33.0,False
5128,1,White,0,0,0,0,0,1.0,2.0,False
2401,0,Non-White,0,0,0,0,1,1.0,13.0,False
3023,1,Non-White,0,0,0,0,0,1.0,2.0,False
486,1,Non-White,1,0,0,0,15,0.0,0.0,False
4672,0,Non-White,1,0,0,0,15,1.0,1.0,True
2633,1,White,0,0,0,0,9,19.0,5.0,False
557,0,Non-White,1,0,0,1,1,1.0,80.0,True
2322,1,Non-White,0,0,0,0,0,1.0,1.0,False
4604,0,White,0,0,0,0,3,0.0,0.0,True
5247,1,White,0,0,0,0,1,3.0,1.0,False
5077,1,White,1,0,0,0,0,1.0,79.0,False
4710,1,White,0,0,0,0,3,0.0,0.0,False
3161,0,Non-White,1,0,0,0,7,0.0,37.0,False
79,1,Non-White,0,0,0,0,1,0.0,4.0,False
3907,1,Non-White,1,0,0,1,10,1.0,182.0,False
288,1,Non-White,1,0,0,0,3,0.0,0.0,False
269,0,Non-White,0,0,0,0,0,1.0,210.0,False
1838,1,Non-White,0,0,0,0,3,1.0,1.0,False
2242,1,White,0,0,0,0,0,1.0,1.0,True
3324,1,Non-White,0,0,0,0,0,0.0,0.0,True
650,1,Non-White,0,0,0,0,6,1.0,6.0,False
3456,1,White,0,0,0,0,5,12.0,2.0,True
5943,1,Non-White,0,0,0,0,1,1.0,3.0,False
4506,1,Non-White,1,0,0,0,7,2.0,2.0,True
943,1,White,1,0,0,0,1,2.0,2.0,True
49,1,Non-White,1,0,0,0,4,1.0,1.0,True
726,0,Non-White,0,0,1,0,4,1.0,1.0,True
4848,1,Non-White,1,0,0,0,0,0.0,1.0,False
4284,1,Non-White,1,0,0,0,0,1.0,1.0,True
3629,1,Non-White,1,0,0,0,0,1.0,1.0,True
5206,1,White,1,0,0,0,0,1.0,1.0,True
4601,1,White,1,0,0,0,4,1.0,1.0,False
2043,1,Non-White,0,0,0,0,0,1.0,1.0,True
3693,1,Non-White,0,0,0,0,0,1.0,3.0,True
4073,1,White,1,0,0,0,4,1.0,11.0,True
2438,1,Non-White,0,0,1,2,1,0.0,0.0,True
556,1,Non-White,0,0,1,0,3,1.0,1.0,False
4501,1,Non-White,0,0,0,0,6,22.0,22.0,False
5088,0,Non-White,0,0,0,0,7,0.0,0.0,False
3603,1,White,1,0,0,0,0,1.0,1.0,True
5865,1,Non-White,1,0,0,0,0,1.0,1.0,True
754,1,Non-White,0,0,0,0,3,1.0,98.0,False
3551,1,White,1,0,0,0,8,0.0,31.0,False
1722,1,Non-White,1,0,0,0,7,1.0,1.0,True
3168,1,Non-White,1,0,0,0,5,1.0,2.0,True
5996,1,Non-White,0,0,0,0,0,1.0,2.0,False
5058,1,White,1,0,0,0,1,1.0,1.0,False
366,0,White,0,0,0,1,1,1.0,32.0,False
1288,1,Non-White,1,0,0,0,7,1.0,2.0,True
644,0,White,0,0,0,0,1,1.0,17.0,False
789,1,Non-White,1,0,0,0,0,0.0,1.0,True
2159,1,Non-White,1,0,0,0,0,0.0,0.0,False
3991,1,Non-White,1,0,0,0,7,1.0,7.0,False
3756,1,White,1,0,0,0,4,1.0,2.0,True
2794,1,White,0,0,0,0,0,0.0,1.0,True
2660,0,Non-White,0,0,0,0,0,1.0,1.0,False
804,1,Non-White,0,1,1,0,6,1.0,2.0,False
1479,1,Non-White,1,0,0,0,0,0.0,0.0,True
2833,1,Non-White,1,0,0,0,0,1.0,1.0,True
4286,1,Non-White,1,0,0,0,2,0.0,1.0,True
1303,0,Non-White,1,0,0,0,3,6.0,36.0,False
2641,1,Non-White,1,0,0,0,0,1.0,1.0,False
5080,1,Non-White,1,0,0,0,0,1.0,1.0,True
4551,1,Non-White,1,0,0,0,5,1.0,3.0,True
5284,0,Non-White,1,0,0,0,7,0.0,39.0,False
5762,1,Non-White,1,0,0,0,1,1.0,2.0,True
4427,1,Non-White,0,0,0,0,0,1.0,1.0,True
1362,1,White,1,0,0,0,0,1.0,1.0,True
2781,1,Non-White,1,0,0,0,3,1.0,14.0,False
3712,1,Non-White,1,0,0,0,0,1.0,2.0,False
566,0,Non-White,0,0,0,0,4,1.0,1.0,True
4621,1,Non-White,0,0,0,0,3,1.0,38.0,True
37,1,White,0,0,0,0,2,1.0,1.0,True
2221,1,White,0,0,0,0,1,1.0,1.0,True
3122,0,Non-White,0,0,0,0,4,0.0,1.0,False
6118,1,White,1,0,0,0,4,26.0,1.0,True
2542,1,Non-White,1,0,0,0,0,1.0,1.0,False
5610,0,Non-White,0,0,0,0,0,1.0,2.0,False
2962,1,White,0,0,0,0,2,1.0,2.0,True
4031,1,Non-White,0,0,0,0,1,1.0,157.0,False
4824,1,Non-White,0,0,2,2,4,1.0,1.0,False
5595,1,White,1,0,0,0,1,21.0,1.0,True
4941,1,Non-White,1,0,0,0,0,1.0,1.0,False
3493,1,White,1,0,2,0,2,22.0,22.0,True
3375,0,Non-White,0,0,0,0,0,1.0,3.0,True
1478,1,White,0,0,0,3,0,2.0,1.0,True
1416,0,Non-White,1,0,0,0,27,9.0,9.0,True
4800,0,Non-White,0,0,1,0,1,1.0,1.0,False
157,1,Non-White,0,0,0,0,0,1.0,1.0,True
3491,1,Non-White,1,0,0,0,3,1.0,3.0,False
4439,0,Non-White,1,0,0,0,0,1.0,7.0,True
5649,1,White,1,0,0,0,3,0.0,11.0,False
4489,1,Non-White,1,2,0,0,6,1.0,2.0,False
3912,1,White,0,0,0,0,1,0.0,1.0,True
3181,1,Non-White,1,0,0,0,1,1.0,126.0,True
1748,0,White,1,0,0,0,2,1.0,4.0,True
630,0,Non-White,0,0,0,0,0,1.0,1.0,False
6144,1,White,1,0,0,0,4,10.0,2.0,True
2896,1,White,1,0,0,0,1,1.0,39.0,False
5718,1,Non-White,1,0,0,0,0,1.0,1.0,True
4857,1,Non-White,0,0,0,0,1,0.0,1.0,False
5694,0,Non-White,1,0,0,0,0,0.0,0.0,False
3452,1,Non-White,1,0,0,0,1,4.0,3.0,False
5403,1,White,1,0,0,0,0,1.0,1.0,True
1543,0,White,1,0,0,0,0,1.0,5.0,True
3653,1,Non-White,0,0,0,0,0,1.0,1.0,True
5605,1,Non-White,0,0,0,0,5,1.0,1.0,True
1708,1,Non-White,1,0,0,0,0,1.0,1.0,True
1296,1,Non-White,1,0,0,0,1,30.0,107.0,False
884,1,White,1,0,0,0,0,0.0,1.0,True
2237,1,Non-White,1,0,0,0,2,0.0,1.0,False
4799,1,Non-White,0,0,0,0,5,0.0,0.0,False
4687,1,White,0,0,0,0,10,1.0,1.0,False
4052,1,Non-White,1,0,0,0,6,1.0,1.0,True
6046,1,White,1,0,0,0,2,1.0,82.0,True
3299,1,Non-White,1,0,0,0,2,1.0,1.0,False
4613,1,Non-White,1,1,0,0,16,1.0,1.0,False
4294,1,White,1,0,0,0,1,1.0,58.0,False
125,1,Non-White,1,0,0,0,0,1.0,2.0,False
5674,1,Non-White,0,0,0,0,6,1.0,40.0,True
4890,0,Non-White,0,0,0,0,4,0.0,2.0,False
3748,1,White,1,0,0,0,1,2.0,1.0,True
3758,1,Non-White,0,0,0,0,4,10.0,7.0,False
2723,0,Non-White,1,0,0,0,0,1.0,142.0,False
2679,0,Non-White,1,0,0,0,23,1.0,30.0,False
2595,1,White,1,0,0,0,1,0.0,2.0,False
1574,1,White,1,0,0,0,5,1.0,1.0,True
5362,1,Non-White,0,0,0,0,1,18.0,17.0,False
5744,1,Non-White,0,0,0,0,0,1.0,1.0,True
371,0,Non-White,0,1,0,1,1,1.0,1.0,False
5875,1,Non-White,0,0,0,0,0,1.0,3.0,True
5767,1,Non-White,0,0,0,0,0,1.0,2.0,False
4955,1,Non-White,0,0,0,0,0,1.0,1.0,True
5032,1,Non-White,1,0,0,0,2,1.0,47.0,False
